,customer_id,age,gender,city,email
206,C000207,30,Female,Coimbra,user207@example.com
207,C000208,52,Male,Porto,user208@example.com
208,C000209,36,Male,Lisbon,user209@example.com
209,C000210,40,Male,Faro,user210@example.com
210,C000211,66,Male,Lisbon,user211@example.com
211,C000212,65,Male,Lisbon,user212@example.com
212,C000213,53,Male,Braga,user213@example.com
213,C000214,34,Female,Porto,user214@example.com
214,C000215,40,Other,Faro,user215@example.com
215,C000216,53,Female,Porto,user216@example.com
216,C000217,20,Female,Coimbra,user217@example.com
217,C000218,27,Male,Coimbra,user218@example.com
218,C000219,65,Male,Coimbra,user219@example.com
219,C000220,45,Male,Braga,user220@example.com
220,C000221,16,Other,Porto,user221@example.com
221,C000222,28,Male,Porto,user222@example.com
222,C000223,24,Male,Coimbra,user223@example.com
223,C000224,45,Female,Faro,user224@example.com
224,C000225,46,Male,Faro,user225@example.com
225,C000226,28,Female,Braga,user226@example.com
226,C000227,17,Female,Porto,user227@example.com
227,C000228,17,Other,Faro,user228@example.com
228,C000229,44,Other,Braga,user229@example.com
229,C000230,61,Male,Porto,user230@example.com
230,C000231,64,Female,Porto,user231@example.com
231,C000232,68,Female,Coimbra,user232@example.com
232,C000233,49,Female,Faro,user233@example.com
233,C000234,29,Female,Lisbon,user234@example.com
234,C000235,49,Female,Lisbon,user235@example.com
235,C000236,52,Female,Braga,user236@example.com
236,C000237,29,Female,Braga,user237@example.com
237,C000238,38,Female,Braga,user238@example.com
238,C000239,61,Male,Braga,user239@example.com
239,C000240,61,Male,Faro,user240@example.com
240,C000241,24,Male,Braga,user241@example.com
241,C000242,61,Other,Braga,user242@example.com
242,C000243,56,Other,Lisbon,missing@email.com
243,C000244,55,Female,Faro,user244@example.com
244,C000245,67,Male,Lisbon,user245@example.com
245,C000246,52,Other,Braga,user246@example.com
246,C000247,23,Male,Lisbon,user247@example.com
247,C000248,27,Female,Coimbra,user248@example.com
248,C000249,46,Female,Lisbon,user249@example.com
249,C000250,17,Female,Lisbon,user250@example.com
250,C000251,59,Male,Coimbra,user251@example.com
251,C000252,60,Male,Porto,user252@example.com
252,C000253,32,Female,Faro,user253@example.com
253,C000254,36,Other,Porto,missing@email.com
254,C000255,47,Male,Coimbra,user255@example.com
255,C000256,54,Other,Braga,user256@example.com
256,C000257,19,Male,Coimbra,user257@example.com
257,C000258,60,Male,Coimbra,user258@example.com
258,C000259,53,Male,Faro,user259@example.com
259,C000260,49,Other,Lisbon,user260@example.com
260,C000261,42,Male,Coimbra,user261@example.com
261,C000262,36,Female,Braga,user262@example.com
262,C000263,33,Male,Lisbon,user263@example.com
263,C000264,48,Male,Coimbra,user264@example.com
264,C000265,56,Other,Faro,user265@example.com
265,C000266,34,Male,Coimbra,user266@example.com
266,C000267,50,Female,Lisbon,user267@example.com
267,C000268,45,Female,Lisbon,user268@example.com
268,C000269,47,Other,Braga,user269@example.com
269,C000270,47,Other,Porto,user270@example.com
270,C000271,61,Male,Coimbra,user271@example.com
271,C000272,46,Male,Faro,user272@example.com
272,C000273,23,Male,Braga,user273@example.com
273,C000274,69,Male,Porto,user274@example.com
274,C000275,38,Female,Lisbon,user275@example.com
275,C000276,68,Male,Braga,user276@example.com
276,C000277,65,Female,Lisbon,user277@example.com
277,C000278,63,Other,Lisbon,user278@example.com
278,C000279,24,Other,Coimbra,user279@example.com
279,C000280,66,Female,Lisbon,missing@email.com
280,C000281,46,Male,Lisbon,user281@example.com
281,C000282,31,Female,Faro,user282@example.com
282,C000283,33,Male,Braga,user283@example.com
283,C000284,63,Male,Porto,user284@example.com
284,C000285,66,Male,Braga,user285@example.com
285,C000286,17,Other,Lisbon,user286@example.com
286,C000287,59,Male,Braga,user287@example.com
287,C000288,66,Other,Faro,user288@example.com
288,C000289,26,Other,Porto,user289@example.com
289,C000290,65,Male,Lisbon,user290@example.com
290,C000291,53,Other,Porto,user291@example.com
291,C000292,16,Male,Porto,user292@example.com
292,C000293,40,Other,Porto,user293@example.com
293,C000294,34,Female,Porto,user294@example.com
294,C000295,40,Male,Porto,user295@example.com
295,C000296,30,Male,Porto,user296@example.com
296,C000297,68,Male,Braga,user297@example.com
297,C000298,34,Male,Braga,user298@example.com
298,C000299,51,Other,Faro,user299@example.com
299,C000300,17,Other,Braga,user300@example.com
300,C000301,33,Male,Porto,user301@example.com
301,C000302,51,Other,Braga,user302@example.com
302,C000303,33,Male,Coimbra,user303@example.com
303,C000304,34,Female,Porto,user304@example.com
304,C000305,67,Male,Lisbon,user305@example.com
305,C000306,44,Male,Coimbra,user306@example.com
306,C000307,55,Other,Braga,user307@example.com
307,C000308,36,???,Lisbon,user308@example.com
308,C000309,31,Male,Braga,user309@example.com
309,C000310,25,Female,Coimbra,user310@example.com
310,C000311,21,Male,Lisbon,user311@example.com
311,C000312,28,Male,Porto,user312@example.com
312,C000313,47,Female,Braga,user313@example.com
313,C000314,41,Other,Porto,user314@example.com
314,C000315,21,Male,Faro,user315@example.com
315,C000316,67,Male,Faro,user316@example.com
316,C000317,51,Male,Porto,user317@example.com
317,C000318,38,Other,Faro,user318@example.com
318,C000319,20,Other,Lisbon,user319@example.com
319,C000320,21,Other,Lisbon,user320@example.com
320,C000321,53,Other,Faro,user321@example.com
321,C000322,46,Male,Lisbon,user322@example.com
322,C000323,54,Male,Braga,user323@example.com
323,C000324,50,Female,Porto,user324@example.com
324,C000325,69,Male,Faro,user325@example.com
325,C000326,61,Male,Braga,user326@example.com
326,C000327,54,Female,Coimbra,user327@example.com
327,C000328,54,Male,Braga,user328@example.com
328,C000329,37,Other,Coimbra,user329@example.com
329,C000330,67,Female,Porto,user330@example.com
330,C000331,30,Male,Coimbra,user331@example.com
331,C000332,30,Female,Faro,user332@example.com
332,C000333,55,Female,Porto,user333@example.com
333,C000334,52,Female,Braga,user334@example.com
334,C000335,24,Other,Braga,user335@example.com
335,C000336,16,Other,Coimbra,user336@example.com
336,C000337,40,Male,Lisbon,user337@example.com
337,C000338,18,Female,Coimbra,user338@example.com
338,C000339,58,Male,Lisbon,user339@example.com
339,C000340,68,Male,Porto,user340@example.com
340,C000341,16,Female,Coimbra,user341@example.com
341,C000342,68,Male,Coimbra,user342@example.com
342,C000343,23,Male,Porto,user343@example.com
343,C000344,18,Other,Porto,user344@example.com
344,C000345,16,Male,Porto,user345@example.com
345,C000346,19,Female,Coimbra,user346@example.com
346,C000347,57,Other,Faro,user347@example.com
347,C000348,41,Other,Coimbra,user348@example.com
348,C000349,30,Female,Porto,user349@example.com
349,C000350,20,Other,Porto,missing@email.com
350,C000351,52,Male,Porto,user351@example.com
351,C000352,44,Male,Coimbra,user352@example.com
352,C000353,45,Male,Braga,user353@example.com
353,C000354,63,Male,Porto,user354@example.com
354,C000355,50,Male,Lisbon,user355@example.com
355,C000356,42,Female,Lisbon,user356@example.com
356,C000357,47,Female,Braga,user357@example.com
357,C000358,69,Other,Braga,user358@example.com
358,C000359,20,Female,Porto,user359@example.com
359,C000360,39,Female,Faro,user360@example.com
360,C000361,24,Male,Coimbra,user361@example.com
361,C000362,64,Female,Braga,user362@example.com
362,C000363,39,Male,Coimbra,user363@example.com
363,C000364,62,Female,Braga,user364@example.com
364,C000365,31,Male,Porto,user365@example.com
365,C000366,49,Female,Braga,user366@example.com
366,C000367,43,Female,Coimbra,user367@example.com
367,C000368,39,Male,Coimbra,user368@example.com
368,C000369,36,Male,Lisbon,user369@example.com
369,C000370,45,Female,Faro,user370@example.com
370,C000371,50,Female,Braga,user371@example.com
371,C000372,17,Other,Braga,user372@example.com
372,C000373,22,Male,Faro,user373@example.com
373,C000374,23,Female,Lisbon,user374@example.com
374,C000375,58,Female,Porto,user375@example.com
375,C000376,50,Female,Coimbra,missing@email.com
376,C000377,67,Female,Lisbon,user377@example.com
377,C000378,49,Other,Lisbon,user378@example.com
378,C000379,53,Female,Coimbra,user379@example.com
379,C000380,63,Other,Porto,user380@example.com
380,C000381,27,Female,Coimbra,user381@example.com
381,C000382,41,Male,Braga,user382@example.com
382,C000383,31,Female,Lisbon,user383@example.com
383,C000384,19,Female,Lisbon,user384@example.com
384,C000385,47,Male,Coimbra,user385@example.com
385,C000386,20,Male,Faro,user386@example.com
386,C000387,37,Female,Braga,user387@example.com
387,C000388,16,Female,Coimbra,user388@example.com
388,C000389,38,Male,Coimbra,user389@example.com
389,C000390,60,Female,Faro,user390@example.com
390,C000391,69,Male,Porto,user391@example.com
391,C000392,68,Other,Coimbra,user392@example.com
392,C000393,67,Other,Lisbon,user393@example.com
393,C000394,46,Male,Porto,user394@example.com
394,C000395,19,Female,Braga,user395@example.com
395,C000396,45,Female,Faro,user396@example.com
396,C000397,36,Male,Braga,user397@example.com
397,C000398,32,Male,Coimbra,user398@example.com
398,C000399,34,Other,Coimbra,user399@example.com
399,C000400,41,Other,Coimbra,user400@example.com
400,C000401,20,Male,Porto,user401@example.com
401,C000402,48,Other,Porto,user402@example.com
402,C000403,36,Male,Coimbra,user403@example.com
403,C000404,23,Male,Porto,user404@example.com
404,C000405,63,Male,Lisbon,user405@example.com
405,C000406,35,Female,Faro,user406@example.com
406,C000407,45,Female,Lisbon,user407@example.com
407,C000408,23,Other,Porto,user408@example.com
408,C000409,60,Male,Braga,user409@example.com
409,C000410,16,Male,Porto,user410@example.com
410,C000411,47,Female,Coimbra,user411@example.com
411,C000412,21,Female,Faro,missing@email.com
412,C000413,46,Male,Faro,user413@example.com
413,C000414,26,Female,Braga,user414@example.com
414,C000415,42,Male,Coimbra,user415@example.com
415,C000416,66,Male,Braga,user416@example.com
416,C000417,47,Other,Porto,user417@example.com
417,C000418,65,Female,Coimbra,user418@example.com
418,C000419,22,Male,Porto,user419@example.com
419,C000420,61,Other,Coimbra,user420@example.com
420,C000421,45,Male,Coimbra,user421@example.com
421,C000422,52,Female,Braga,user422@example.com
422,C000423,51,Female,Faro,user423@example.com
423,C000424,32,Female,Lisbon,user424@example.com
424,C000425,50,Male,Braga,user425@example.com
425,C000426,27,Female,Faro,user426@example.com
426,C000427,20,Female,Coimbra,user427@example.com
427,C000428,17,Other,Faro,user428@example.com
428,C000429,37,Female,Porto,user429@example.com
429,C000430,61,Other,Braga,user430@example.com
430,C000431,37,Male,Lisbon,user431@example.com
431,C000432,42,Male,Porto,user432@example.com
432,C000433,22,Female,Braga,user433@example.com
433,C000434,30,Other,Lisbon,user434@example.com
434,C000435,23,Male,Braga,missing@email.com
435,C000436,25,Other,Braga,user436@example.com
436,C000437,52,Female,Braga,user437@example.com
437,C000438,51,Other,Braga,user438@example.com
438,C000439,54,Male,Braga,user439@example.com
439,C000440,28,Other,Faro,user440@example.com
440,C000441,31,Female,Porto,user441@example.com
441,C000442,68,Female,Faro,user442@example.com
442,C000443,63,Other,Lisbon,user443@example.com
443,C000444,54,Female,Porto,user444@example.com
444,C000445,29,Female,Coimbra,user445@example.com
445,C000446,21,Other,Braga,user446@example.com
446,C000447,50,Male,Braga,user447@example.com
447,C000448,34,Female,Faro,user448@example.com
448,C000449,32,Other,Coimbra,user449@example.com
449,C000450,30,Other,Braga,user450@example.com
450,C000451,26,Other,Porto,user451@example.com
451,C000452,37,Male,Lisbon,user452@example.com
452,C000453,43,Female,Coimbra,user453@example.com
453,C000454,48,Female,Coimbra,user454@example.com
454,C000455,30,Other,Lisbon,user455@example.com
455,C000456,16,Female,Lisbon,missing@email.com
456,C000457,54,Other,Lisbon,user457@example.com
457,C000458,39,Female,Lisbon,user458@example.com
458,C000459,21,Male,Braga,user459@example.com
459,C000460,32,Male,Lisbon,user460@example.com
460,C000461,62,Other,Braga,user461@example.com
461,C000462,47,Female,Braga,user462@example.com
462,C000463,36,Female,Lisbon,user463@example.com
463,C000464,49,Other,Faro,user464@example.com
464,C000465,27,Male,Braga,user465@example.com
465,C000466,61,Other,Lisbon,user466@example.com
466,C000467,66,Female,Braga,user467@example.com
467,C000468,19,Other,Coimbra,user468@example.com
468,C000469,59,Male,Porto,user469@example.com
469,C000470,45,Other,Faro,user470@example.com
470,C000471,41,Female,Coimbra,user471@example.com
471,C000472,46,Other,Lisbon,user472@example.com
472,C000473,46,Other,Lisbon,user473@example.com
473,C000474,17,Other,Coimbra,user474@example.com
474,C000475,24,Female,Faro,user475@example.com
475,C000476,46,Female,Lisbon,user476@example.com
476,C000477,50,Male,Coimbra,user477@example.com
477,C000478,43,Other,Braga,user478@example.com
478,C000479,30,Female,Coimbra,user479@example.com
479,C000480,32,Male,Lisbon,user480@example.com
480,C000481,34,Male,Coimbra,user481@example.com
481,C000482,64,Female,Coimbra,user482@example.com
482,C000483,69,Female,Coimbra,user483@example.com
483,C000484,49,Female,Lisbon,user484@example.com
484,C000485,63,Male,Porto,user485@example.com
485,C000486,58,Other,Coimbra,user486@example.com
486,C000487,42,Female,Braga,user487@example.com
487,C000488,20,Male,Coimbra,user488@example.com
488,C000489,22,Other,Braga,user489@example.com
489,C000490,66,Female,Lisbon,user490@example.com
490,C000491,28,Male,Braga,user491@example.com
491,C000492,35,Male,Faro,user492@example.com
492,C000493,22,Female,Braga,user493@example.com
493,C000494,45,Other,Braga,user494@example.com
494,C000495,26,Male,Braga,user495@example.com
495,C000496,64,Male,Faro,user496@example.com
496,C000497,21,Other,Coimbra,missing@email.com
497,C000498,59,Other,Braga,user498@example.com
498,C000499,50,Female,Lisbon,user499@example.com
499,C000500,22,Other,Lisbon,user500@example.com
500,C000501,25,Other,Coimbra,user501@example.com
501,C000502,53,Female,Coimbra,user502@example.com
502,C000503,59,Female,Coimbra,user503@example.com
503,C000504,29,Female,Porto,user504@example.com
504,C000505,30,Male,Porto,user505@example.com
505,C000506,61,Female,Coimbra,user506@example.com
506,C000507,25,Male,Braga,user507@example.com
507,C000508,57,Male,Coimbra,user508@example.com
508,C000509,43,Male,Coimbra,user509@example.com
509,C000510,59,Female,Braga,user510@example.com
510,C000511,53,Male,Braga,user511@example.com
511,C000512,44,Other,Porto,user512@example.com
512,C000513,29,Other,Faro,user513@example.com
513,C000514,55,Female,Porto,user514@example.com
514,C000515,23,Male,Faro,user515@example.com
515,C000516,36,Female,Faro,user516@example.com
516,C000517,27,Female,Braga,user517@example.com
517,C000518,42,Female,Porto,user518@example.com
518,C000519,65,Other,Porto,user519@example.com
519,C000520,32,Female,Braga,user520@example.com
520,C000521,48,Female,Lisbon,user521@example.com
521,C000522,23,Male,Porto,user522@example.com
522,C000523,44,Female,Porto,user523@example.com
523,C000524,42,Other,Lisbon,user524@example.com
524,C000525,51,Male,Lisbon,user525@example.com
525,C000526,42,Female,Lisbon,user526@example.com
526,C000527,47,Other,Faro,user527@example.com
527,C000528,50,Male,Porto,user528@example.com
528,C000529,40,Other,Braga,user529@example.com
529,C000530,48,Female,Braga,user530@example.com
530,C000531,37,Female,Braga,user531@example.com
531,C000532,21,Female,Lisbon,user532@example.com
532,C000533,39,Male,Faro,user533@example.com
533,C000534,52,Female,Faro,user534@example.com
534,C000535,18,Female,Lisbon,user535@example.com
535,C000536,43,Female,Lisbon,user536@example.com
536,C000537,67,Other,Lisbon,user537@example.com
537,C000538,47,Female,Faro,user538@example.com
538,C000539,44,Other,Braga,user539@example.com
539,C000540,16,Female,Porto,user540@example.com
540,C000541,57,Male,Braga,user541@example.com
541,C000542,66,Male,Braga,user542@example.com
542,C000543,40,Other,Coimbra,user543@example.com
543,C000544,62,Female,Faro,user544@example.com
544,C000545,67,Other,Porto,user545@example.com
545,C000546,24,???,Coimbra,user546@example.com
546,C000547,21,Other,Lisbon,user547@example.com
547,C000548,17,Other,Faro,user548@example.com
548,C000549,56,Female,Braga,user549@example.com
549,C000550,21,Other,Porto,user550@example.com
550,C000551,60,Male,Braga,user551@example.com
551,C000552,26,Other,Faro,user552@example.com
552,C000553,33,Female,Porto,user553@example.com
553,C000554,56,Male,Coimbra,user554@example.com
554,C000555,32,Other,Braga,user555@example.com
555,C000556,35,Female,Lisbon,user556@example.com
556,C000557,50,Other,Porto,user557@example.com
557,C000558,22,Other,Lisbon,user558@example.com
558,C000559,49,Male,Coimbra,user559@example.com
559,C000560,37,Female,Lisbon,user560@example.com
560,C000561,29,Other,Porto,user561@example.com
561,C000562,56,Other,Braga,user562@example.com
562,C000563,57,Female,Coimbra,user563@example.com
563,C000564,40,Female,Coimbra,user564@example.com
564,C000565,36,Other,Faro,user565@example.com
565,C000566,40,Female,Coimbra,user566@example.com
566,C000567,31,Other,Braga,user567@example.com
567,C000568,27,Male,Porto,user568@example.com
568,C000569,18,Male,Coimbra,user569@example.com
569,C000570,17,Female,Lisbon,user570@example.com
570,C000571,62,Male,Lisbon,user571@example.com
571,C000572,48,Female,Braga,user572@example.com
572,C000573,63,Other,Lisbon,user573@example.com
573,C000574,45,Male,Faro,user574@example.com
574,C000575,31,Female,Coimbra,user575@example.com
575,C000576,16,Male,Porto,user576@example.com
576,C000577,63,Other,Coimbra,user577@example.com
577,C000578,37,Female,Porto,user578@example.com
578,C000579,60,Female,Coimbra,user579@example.com
579,C000580,56,Other,Lisbon,user580@example.com
580,C000581,53,Other,Faro,user581@example.com
581,C000582,49,Male,Faro,user582@example.com
582,C000583,20,Female,Lisbon,user583@example.com
583,C000584,65,Other,Porto,user584@example.com
584,C000585,47,Female,Coimbra,user585@example.com
585,C000586,35,Female,Faro,user586@example.com
586,C000587,47,Female,Porto,user587@example.com
587,C000588,62,Female,Coimbra,user588@example.com
588,C000589,47,Female,Porto,user589@example.com
589,C000590,44,Female,Braga,user590@example.com
590,C000591,60,Other,Faro,user591@example.com
591,C000592,66,Female,Faro,user592@example.com
592,C000593,40,Female,Coimbra,user593@example.com
593,C000594,56,Male,Lisbon,user594@example.com
594,C000595,26,Other,Coimbra,user595@example.com
595,C000596,41,Male,Lisbon,user596@example.com
596,C000597,59,Female,Faro,user597@example.com
597,C000598,64,Male,Porto,user598@example.com
598,C000599,39,Male,Lisbon,user599@example.com
599,C000600,50,Other,Braga,user600@example.com
600,C000601,67,Female,Braga,user601@example.com
601,C000602,34,Other,Porto,user602@example.com
602,C000603,52,Female,Faro,user603@example.com
603,C000604,44,Male,Porto,user604@example.com
604,C000605,56,Female,Porto,user605@example.com
605,C000606,19,Other,Faro,user606@example.com
606,C000607,25,Male,Coimbra,user607@example.com
607,C000608,67,Female,Lisbon,user608@example.com
608,C000609,45,Male,Lisbon,user609@example.com
609,C000610,48,Other,Coimbra,user610@example.com
610,C000611,46,Other,Faro,user611@example.com
